"City","Country","Population"
"Chadron","United States",5396
"Wayne","United States",5472
"Ralston","United States",7329
"Fremont","United States",27598
"Kearney","United States",34065
"Plattsmouth","United States",6573
"Grand Island","United States",53556
"Beatrice","United States",12308
"McCook","United States",7393
"Columbus","United States",22846
"Scottsbluff","United States",25678
"Seward","United States",6879
"Gretna","United States",5060
"Gering","United States",8360
"North Platte","United States",24578
"Hastings","United States",24393
"Schuyler","United States",6149
"Lincoln","United States",280741
"York","United States",7724
"Lexington","United States",10232
"Alliance","United States",8397
"Blair","United States",7941
"La Vista","United States",17143
"Sidney","United States",6497
"Norfolk","United States",26921
"Nebraska City","United States",7122
"Papillion","United States",19597
"Bellevue","United States",53505
"South Sioux City","United States",13120
"Holdrege","United States",5398
"Omaha","United States",792463
"Crete","United States",7047
"Dyersburg","United States",21313
"Bolivar","United States",5089
"Jonesborough","United States",5333
"Fayetteville","United States",9478
"Columbia","United States",37845
"Lakeland","United States",12494
"Dandridge","United States",5213
"Red Bank","United States",11813
"La Vergne","United States",35071
"Winchester","United States",11724
"Oak Ridge","United States",29350
"Elizabethton","United States",13854
"Millersville","United States",6742
"Church Hill","United States",6740
"Memphis","United States",1069661
"East Ridge","United States",21302
"Lebanon","United States",33068
"Gallatin","United States",35734
"Loudon","United States",5750
"Chattanooga","United States",403618
"Spring Hill","United States",40552
"Martin","United States",10697
"Sevierville","United States",24882
"Lenoir City","United States",9106
"Jefferson City","United States",8335
"Arlington","United States",11551
"LaFollette","United States",19684
"Covington","United States",8469
"Greeneville","United States",23953
"Fairview","United States",7040
"Savannah","United States",8391
"Milan","United States",7371
"Munford","United States",6057
"Cookeville","United States",47381
"Alcoa","United States",9874
"Clinton","United States",10106
"Crossville","United States",17335
"Bartlett","United States",58622
"Millington","United States",10974
"Hendersonville","United States",57050
"Pigeon Forge","United States",6199
"McMinnville","United States",15561
"Mount Juliet","United States",33263
"Kingston","United States",5840
"Union City","United States",10013
"Paris","United States",10679
"Clarksville","United States",179367
"Morristown","United States",60098
"Henderson","United States",6258
"Dickson","United States",17066
"Atoka","United States",20478
"Lexington","United States",6660
"Newport","United States",11415
"Humboldt","United States",8543
"Manchester","United States",11959
"Shelbyville","United States",21083
"Jackson","United States",73860
"Sparta","United States",5613
"Knoxville","United States",581787
"Tullahoma","United States",17821
"Greenbrier","United States",6796
"Soddy-Daisy","United States",13217
"Mount Carmel","United States",5427
"Erwin","United States",9503
"Thompson's Station","United States",5194
"Madisonville","United States",5617
"Harriman","United States",23026
"Johnson City","United States",127134
"Germantown","United States",39056
"Farragut","United States",22282
"Cleveland","United States",71601
"Athens","United States",16328
"Pulaski","United States",7630
"Nashville","United States",1065078
"Rogersville","United States",6377
"Nolensville","United States",7580
"Bristol","United States",70560
"Smyrna","United States",48596
"Portland","United States",11854
"White House","United States",11388
"Rockwood","United States",5443
"Collierville","United States",49177
"Lawrenceburg","United States",10398
"South Pittsburg","United States",5562
"Kingsport","United States",116745
"Murfreesboro","United States",161634
"Brentwood","United States",42517
"Ripley","United States",8422
"Brownsville","United States",9389
"Lafayette","United States",5223
"Dayton","United States",10255
"Maryville","United States",28703
"Franklin","United States",74794
"Goodlettsville","United States",16950
"Sweetwater","United States",5589
"McKenzie","United States",5307
"Springfield","United States",17747
"Collegedale","United States",11437
"Signal Mountain","United States",8573
"Lewisburg","United States",10934
"Oakland","United States",8193
"Malverne","United States",8544
"Valley Stream","United States",37673
"Great Neck Plaza","United States",7003
"Clifton Springs","United States",6275
"Canton","United States",6704
"Plattsburgh","United States",29130
"Goshen","United States",5368
"Syracuse","United States",407208
"Port Jervis","United States",16299
"Williston Park","United States",7289
"New Hempstead","United States",5440
"Port Chester","United States",29524
"Canandaigua","United States",10369
"Lockport","United States",34859
"Saratoga Springs","United States",66945
"Rome","United States",32128
"Penn Yan","United States",6550
"Mechanicville","United States",5100
"Corning","United States",19798
"Cobleskill","United States",5474
"Wappingers Falls","United States",5506
"Colonie","United States",7838
"Airmont","United States",8856
"North Syracuse","United States",6800
"Ellenville","United States",6436
"Albion","United States",8044
"Fredonia","United States",10639
"Bath","United States",6879
"Pelham Manor","United States",5565
"Utica","United States",114350
"Lake Grove","United States",11162
"North Hills","United States",5814
"Oneida","United States",21184
"Suffern","United States",10948
"New Rochelle","United States",79557
"Newark","United States",13487
"Warwick","United States",12222
"Chestnut Ridge","United States",8135
"Waterloo","United States",5019
"Dobbs Ferry","United States",11093
"Monticello","United States",7527
"Ossining","United States",25360
"Hamburg","United States",9590
"Middletown","United States",57478
"Lindenhurst","United States",27074
"Geneseo","United States",8461
"Lynbrook","United States",19567
"Schenectady","United States",64913
"Buffalo","United States",920136
"Newburgh","United States",28200
"Walden","United States",11138
"Tarrytown","United States",11532
"Queens","United States",2333054
"Wesley Hills","United States",5914
"Glens Falls","United States",63793
"Freeport","United States",43279
"Hastings-on-Hudson","United States",7969
"Mastic Beach","United States",14760
"Horseheads","United States",6541
"Pelham","United States",7020
"Malone","United States",10413
"Red Hook","United States",6722
"Cohoes","United States",16883
"Batavia","United States",17067
"Pleasantville","United States",7150
"White Plains","United States",58241
"Bronxville","United States",6407
"Massapequa Park","United States",17202
"Bayville","United States",6751
"Watertown","United States",55436
"Salamanca","United States",5478
"Mount Kisco","United States",11103
"Medina","United States",7993
"Elmsford","United States",5012
"Rye Brook","United States",9575
"Coxsackie","United States",6055
"Westbury","United States",15384
"Northport","United States",7342
"Catskill","United States",6067
"Auburn","United States",31263
"Saranac Lake","United States",7529
"New Square","United States",8357
"Potsdam","United States",9585
"Sea Cliff","United States",5054
"Floral Park","United States",15951
"East Hills","United States",7173
"Amityville","United States",9494
"Williamsville","United States",5236
"Rockville Centre","United States",24571
"Croton-on-Hudson","United States",8243
"Kingston","United States",55793
"Elmira","United States",65104
"Monroe","United States",8600
"Amsterdam","United States",21351
"Peekskill","United States",24053
"Ogdensburg","United States",10951
"Hornell","United States",10612
"Herkimer","United States",7455
"New Paltz","United States",7046
"Albany","United States",596419
"Kiryas Joel","United States",23094
"Olean","United States",21307
"Farmingdale","United States",8857
"Niagara Falls","United States",48632
"Lackawanna","United States",17868
"West Haverstraw","United States",10345
"Endicott","United States",12992
"Rochester","United States",714852
"Ilion","United States",24177
"Manorhaven","United States",6651
"Babylon","United States",12079
"Watervliet","United States",10120
"Hempstead","United States",55555
